微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,原始图片url,发布时间,发布工具,点赞数,转发数,评论数,发布位置
KbOZ0cAEv,我在看风景_,女,上海,136,430,我在看风景_:#Tianba第五人格[超话]#我笑死了  今晚进啵啵直播间 ：欢迎河流      送了荧光棒：谢谢流河的荧光棒    送了小星星：谢谢河流的小星星     又看了一眼：谢谢流河的66小星星   百变大伽就是我哈哈哈哈哈哈  ,无,2021-04-20 21:49,Tianba第五人格超话,1,0,0,无
KbOYZxEFW,坚持做一只快乐的崽,女,河北,568,120,坚持做一只快乐的崽:#第五人格[超话]#想问问大家，调香师紫皮哪个最棒啊？笼中 致命  和红菱艳？试用过红菱艳一般般，但致命感觉好简陋[允悲]有了紫皮卡纠结兑换哪个？  ,无,2021-04-20 21:49,第五人格超话,0,0,0,无
KbOYWzecZ,巧醍,女,其他,1762,549,巧醍:#第五人格[超话]# 图一 ：买完所有演绎皮才能得标签🏷️    （不知道隔年集齐反不反场欸[单身狗]图二：今年碎片不打折 （555为什么不早说啊  早知道就去年有打折时买一买[淚][傷心]白存碎片了  [组图共3张] 原图 ,无,2021-04-20 21:49,第五人格超话,0,0,0,无
KbOYxvARU,心悦君兮丶啊奈,女,广东,415,61,心悦君兮丶啊奈:#第五人格[超话]#阿西 我和我同学十分执着 即使海报出了 她还是说是女救人位 但是我依稀记得官方答应了下个是女孩子没有说一定是女救人 就 我现在和疑惑[思考] 是我记错还是她记错了  [组图共3张] 原图 ,无,2021-04-20 21:48,第五人格超话,1,0,2,无
KbOYt6VkH,V泰泰V_,女,江苏,40,1724,V泰泰V_:#Weibo第五人格战队[超话]# 回忆的线下应援实物图🌸应援小礼物包括：明信片×1，便利贴×1，PP夹×1，纪念票根×1，糖果×10，还有之前剩下的小镜子随机发放🌸凭虎牙回忆直播间8级牌牌可以免费领取  [组图共9张] 原图 ,无,2021-04-20 21:48,Weibo第五人格战队超话,3,1,3,无
KbOYsrYSo,风逸谦,女,北京,165,75,风逸谦:#第五人格[超话]#二阶排位太难了，用往昔的医生开局十秒震慑，调香师挂机一整局还老秒救人，先知和鸟一起来又一起走，要不是我点了爬行加速，平局都没得。  原图 ,无,2021-04-20 21:48,第五人格超话,0,0,0,无
KbOYoFQrW,阿廿呢,女,其他,477,100,阿廿呢:#第五人格卖号[超话]# 出个高卷杏ios 10r  [组图共2张] 原图 ,无,2021-04-20 21:48,第五人格卖号超话,0,0,0,无
KbOXTEgbk,鳴蟲不虞,女,其他,468,2429,鳴蟲不虞:#第五人格[超话]# 给大家看个茶言茶语🍵的赛后，给我看吐了，恶心至极。前情提要:圣心医院开局机械师秒倒👏(刚碰到机子人就没了，儿子也没有)本来想卖，结果挂我(祭司)遗产机了，幸好在鸟笼，边修机边卡，然后卡满救，机子也快修完了。机械师下来后，又秒倒了👏，先知还给了个黄圈鸟👏最后到了开门战，还有3人，屠夫(宿伞)抓我，我在靠近大门的废墟遛，调香师也在大门👏，而先知在开木屋门最后由于我遛了10秒左右倒了，然后宿伞就去抓调香了，然后调香也倒了，宿伞又回来挂我，调香倒在旁边。(到了里正常人都不会觉得这把有希望了，就算有也只是宿伞给机会)先知开完门后，就来捞我了，而此时调香也自起了。我上了二楼后，发现调香还在遛，然后就看看有没有机会冲大门，就直接冲大门了，在冲大门前不确定门是否有开，然后就想给自己打个逃生洞，以免穿我脸上。整在瞄的时候发现大门开了，然后就直接冲大门了。没想到宿伞这时刚好传我脸上，我人刚进大门，然后我又从大门被捞了回来。👏我承认，我要是没在小木屋停，我或许有机会冲大门，这点是我的失误。但这局输了就全是我的锅？？？开门战调香倒的那刻本身就没希望平了，任何机会都要看宿伞给不给机会。结果把这种机会当成必然，别人一失误就是别人大锅的茶言茶语，是真的让人无语甚至恶心到想吐。按照这种逻辑，是不是机械师开局不秒到这把能赢？先知不给黄圈鸟这把稳平？调香开门战不在大门附近逗留是不是也能平？就真的非常恶心，这种指责比赛后直接喷脏话还让人恶心。 [组图共10张] 原图 ,无,2021-04-20 21:46,第五人格超话,0,0,0,无
微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,原始图片url,发布时间,发布工具,点赞数,转发数,评论数,发布位置
KbP491IbY,陈某想睡觉-,女,广东,35,255,陈某想睡觉-:#第五人格交易[超话]#有没有需要这个代送呀[单身狗]  原图 ,无,2021-04-20 22:01,第五人格交易超话,0,0,0,无
KbP3ZfqW9,吃芥末的猫咪,女,浙江,262,41,吃芥末的猫咪:#Weibo第五人格战队[超话]#分享一个好笑的事情：我同事不玩第五 听我说了之后偶然看到了第五直播 她说我也不知道谁是谁 就看到人倒了还有公主抱  还看到一个骑毛驴的我说那是野猪 这么大一个猪鼻子看不到吗她说没有 只看到一个屁股 然后我笑到现在 ,无,2021-04-20 22:01,Weibo第五人格战队超话,0,0,0,无
KbP35mhGm,左兰-阿德米拉缇,女,其他,343,14,左兰-阿德米拉缇:#第五人格[超话]# 每次案件的演绎，都有着不同的精彩瞬间！  原图 ,无,2021-04-20 21:59,iPhone客户端,0,0,0,无
KbP2EylTr,Blue杞,女,天津,192,2052,Blue杞:#第五人格[超话]##这是在干什么#两人ban邦邦，我空ban，然后这位大哥ban了红夫人掏出了c牌野人先知有点无语，夸了句真的nb然后这位大哥对邦邦进行辱骂，表示邦邦根本不算什么嗯，您说的都对，但是#看了觉得真可怜#  Blue杞的微博视频  ,无,2021-04-20 21:58,第五人格超话,0,0,0,无
KbP2A5idl,扛电饭煲喂饭,女,其他,63,34,扛电饭煲喂饭:#第五人格[超话]#感谢网易，太感谢了！呜呜（虽然我不玩这个[允悲]，麻烦奈布摩多摩多）  [组图共2张] 原图 ,无,2021-04-20 21:57,nova5i 2400万AI四摄,0,0,0,无
KbP24pRPX,子些疏狂,女,其他,84,93,子些疏狂:#第五人格[超话]# 联合啥时候出新地图啊  原图 ,无,2021-04-20 21:56,第五人格超话,0,0,0,无
KbP1UEHsh,戒网瘾中的大锤鸭,男,其他,21,358,戒网瘾中的大锤鸭:#第五人格[超话]# 教大家一个解压的方法 巨爽[偷笑]（对不起约约了） 戒网瘾中的大锤鸭的微博视频  ,无,2021-04-20 21:56,第五人格超话,2,0,2,无
KbP1CEj04,第五同人档案,男,浙江,79,107172,第五同人档案:#第五人格[超话]##第五人格同人##第五同人档案##第五人格三周年庆##破雾重逢之时# 档案君来抓住谷雨的小尾巴！谷雨，二十四节气的第六个节气，春季的最后一个节气，过了这一天，夏天就悄然而至了。谷雨当然要赏牡丹、喝谷雨茶了！感谢画师：@秦择酒  [组图共3张] 原图 ,无,2021-04-20 21:55,第五人格超话,9,0,2,无
KbP1C6cbw,远坂黑子酱,女,北京,436,69,远坂黑子酱:#第五人格[超话]##第五人格赛事[超话]##第五人格coa4#姐妹们慎粉欧美赛区的B4U啊，他们有成员炼铜，殿堂四黑，之前深渊3排自己屠夫送积分（后面就不能排自己战队的屠夫和人类了）不是我随便说的，玩欧美服的都知道，有石锤的[吃瓜]  ,无,2021-04-20 21:55,第五人格超话,1,0,0,无
KbP1c8dfN,冬日刨冰,男,海外,197,56,冬日刨冰:#第五人格[超话]# 这勘探人如其名[挤眼]开局秒倒真的好喜欢上椅了一直发需要帮助没停过，23s勘探还配救？  [组图共3张] 原图 ,无,2021-04-20 21:54,iPhone 12,0,0,0,无
KbP0S3Kct,北海有楠木,女,其他,306,77,北海有楠木:#第五人格[超话]#最近遇见的灯火[笑cry]，很迷。  [组图共3张] 原图 ,无,2021-04-20 21:54,第五人格超话,1,0,0,无
KbP0yagIR,草木一颗星,女,广东,1652,221,草木一颗星:#第五人格[超话]# 本来打算周年庆买古堡的 但是！没想到不打折好纠结买不买 难道要等过年吗[伤心]  原图 ,无,2021-04-20 21:53,第五人格超话,0,0,1,无
KbP0szqRy,小肖不能说不行,女,重庆,76,179,小肖不能说不行:#第五人格[超话]# 哪些蓝皮是只有蓝皮卡才可以换的[允悲]像机械船舶那样的  ,无,2021-04-20 21:53,第五人格超话,0,0,0,无
KbOZMi1np,疏影暗语,女,河南,34,27,疏影暗语:#第五人格[超话]#昨晚和今晚的，有双排躺着真舒服  [组图共2张] 原图 ,无,2021-04-20 21:51,第五人格超话,0,0,0,无
KbOZChrrp,白露未晞白露未已,女,江苏,67,50,白露未晞白露未已:#第五人格[超话]#笑死，薛定谔的倒地[二哈]  原图 ,无,2021-04-20 21:51,第五人格超话,1,0,0,无
KbOZz0lc1,梨涡飞天啦,女,广东,158,9447,梨涡飞天啦:#第五人格[超话]#让我告诉你什么叫做互相白给！医生爆笑排位对战红蝶，快来看看 梨涡飞天啦的微博视频  ,无,2021-04-20 21:51,第五人格超话,2,0,1,无
KbOZlpInX,煮蛋三撇,女,江苏,226,17,煮蛋三撇:#第五人格小提琴家[超话]#抱尼痛哭  [组图共2张] 原图 ,无,2021-04-20 21:50,第五人格小提琴家超话,0,0,0,无
KbOZ0cAEv,我在看风景_,女,上海,136,430,我在看风景_:#Tianba第五人格[超话]#我笑死了  今晚进啵啵直播间 ：欢迎河流      送了荧光棒：谢谢流河的荧光棒    送了小星星：谢谢河流的小星星     又看了一眼：谢谢流河的66小星星   百变大伽就是我哈哈哈哈哈哈  ,无,2021-04-20 21:49,Tianba第五人格超话,3,0,1,无
KbOYZxEFW,坚持做一只快乐的崽,女,河北,568,120,坚持做一只快乐的崽:#第五人格[超话]#想问问大家，调香师紫皮哪个最棒啊？笼中 致命  和红菱艳？试用过红菱艳一般般，但致命感觉好简陋[允悲]有了紫皮卡纠结兑换哪个？  ,无,2021-04-20 21:49,第五人格超话,0,0,0,无
KbOYWzecZ,巧醍,女,其他,1762,549,巧醍:#第五人格[超话]# 图一 ：买完所有演绎皮才能得标签🏷️    （不知道隔年集齐反不反场欸[单身狗]图二：今年碎片不打折 （555为什么不早说啊  早知道就去年有打折时买一买[淚][傷心]白存碎片了  [组图共3张] 原图 ,无,2021-04-20 21:49,第五人格超话,0,0,0,无
